anime_title,description,anilist_id,tag_names
鉄コミュニケイション,"In the near future, Earth has been devastated by an immense war. Haruka, one of the few survivors, lives in the ruins of Japan. Knowing no other survivors, she lives with five robots. Spike, the youngest robot, serves as her best friend, Cleric advises her, and Angela destroys her enemies.<br><br>nWith Toriga, the world's angriest and least effective combat robot, and Reeves, the meanest-looking machine ever to wear a frilly pink apron, they protect her and search for other survivors.",1660,"Amnesia, Artificial Intelligence, Family Life, Female Protagonist, Found Family, Guns, Orphan, Post-Apocalyptic, Robots, Shounen, Time Skip, Urban"
バビル2世,"Life seems simple for Koichi, a young student, until he learns that he is the reincarnation of an alien protector who crashed onto the mantle of responsibility as""defender of the Earth"", Koichi/Babel teams up with a trio of super-powered alien companions to battle the the dark forces of an evil cult leader. The war to save humanity takes Babel from the deserts of southern Asia to the upper east side of Manhattan and ultimately to a final showdown with ""the master"" in a hidden base nestled in the Swiss Alps. The action is fast-paced and deadly. The fate of the world rests in the ability of this courageous youth to tame his latent psychic power and use it to defeat the enemies of mankind.<br><br>n(Source: AnimeNfo)",1664,"Conspiracy, Male Protagonist, Military, Robots, Shounen, Super Power"
バロムワン,"Takeshi Kido and Kentaro Shiratori are a pair of friends who have been together for almost their entire life. One night, a strange being comes out from the lake and starts attacking them. When Takeshi and Kentaro are almost eliminated, a strange being named Kopu calls them and tells them that they are the chosen ones to inherit the power to protect the world from an evil being named Goumon. Now, they join their hands to transform into Barom One, a being with superior skills, who will fight to protect the city.<br><br>n(Source: Anime News Network)",1667,"Animals, Body Horror, Dissociative Identities, Environmental, Gore, Henshin, Love Triangle, Shounen, Superhero, Tokusatsu"
爆転シュート　ベイブレードＧレボリューション,"After keeping their BitBeasts out of harm's way, a new world championship tournament is announced, but the defending champions can't all be on the same team. Their friendship will be tested and tried as each Bladebreaker goes on a quest to prove why they are the best Beyblader around. Tyson, Max, Ray, Kai, and newcomer Daichi, must keep up their winning ways...even if they must face each other. But, after the tournament is over, what awaits them is an old foe, Boris, taking over the BBA and transforming it into BEGA, the Beyblade Entertainment Global Association. To save Beybladers of the entire world from BEGA's corruption, the Bladebreakers must reunite once again...n<br><br>n(Source: Anime News Network)",1668,"Advertisement, Kids, Primarily Child Cast, Primarily Male Cast, Super Power"
爆転シュート　ベイブレード2002,"The Bladebreakers have to join forces once again because a mysterious group under the lead of Oozuma has defeated them, but the real enemy is not Oozuma. The real threath is formed by a group of people who use cyber-BitBeasts to capture the original ones from the Bladebreakers.n<br><br>n(Source: Anime News Network)",1669,"Advertisement, CGI, Cheerleading, Kids, Primarily Child Cast, Primarily Male Cast, Proxy Battle, Robots, School, Software Development"
B[ボンバーマン]ビーダマン爆外伝,"* Based on the Hudson Soft game. <br><br>n1000 years ago, the beautiful B-da City was attacked by the Dark B-da in their quest to control the entire Blue Solar System. The heroic B-Daman, drawing on their legendary power and ingenious technology, were able to restore peace to the universe. But, it is only a matter of time before evil forces strike again. Our hero, SHIRO BOM with his friends continue to patrol the Kingdom, fight against Dark B-da, always alert to danger, always ready for fun.<br><br>n(Source: Wikipedia)",1672,Kids
B[ボンバーマン]ビーダマン爆外伝Ｖ,"The sequel to B.B-DAMAN BAKUGAIDEN starts when SHIRO BOM and AO BOM are members of the B-da cops who protect the peace of B-da Union. One day, they see a space ship being chased by space pirate and they crash into the wilderness. Princess (AKA BOM) whose kingdom has been attached was lying beside a shining gem with mysterious power called ""Crysmond"". The enemy is after this gem!n<br>nJoined by KIIRO BOM and KURO BOM, B-daman’s adventure to protect the Crysmond from the Devil Veders starts…n<br><br>n(Source: d-rights website)",1673,Kids
キャプテン翼Ｊ,"The first 33 episodes are a summary of the previous series. In the first new episodes a new character, Shingo Aoi, (playing in Italy) is introduced. After that the world cup begins, this time with extraordinary, new countries like Sweden, Thailand or Uzbekistan. Unfortunately the Anime ends in the middle of the world cup after the match Japan-Uzbekistan.n<br><br>n(Source: Anime News Network)",1674,"Football, Male Protagonist, Shounen"
超ロボット生命体トランスフォーマー マイクロン伝説,"On the mechanical planet of Cybertron live super robotic organisms known as Transformers. There, mainly consisting of convoys, the Cybertron army, and their old enemy Destron fell into conflict to gain hold of a new power to join their side. A new breed of Transformers known as the Microns. But, grieving over the battle the Microns set off to the other end of the universe. 4 million years later, on Earth, 3 young children activated a mysterious panel inside a cave. And somehow, that was the dormant Micron...",1675,"Aliens, Cars, Robots"
コスモウォーリアー零,"The long war between the planet Earth and the machine men is finally over, resulting in a peace that is more a victory for the machine men than the Earth. Warrius Zero lost his family in the war to the machine men but despite this he is still is a member of the Earth fleet that is now working in concert with the machine men. His ship, made up of both humans and machine men, has been given a near impossible task: capture the space pirate Captain Harlock. While Zero struggles to accomplish this task, evidence begins to surface that the peace between machine men and Earth may not be as it seems....<br><br>n(Source: Anime News Network)",1676,"Male Protagonist, Military, Pirates, Primarily Adult Cast, Robots, Space, Space Opera"
ヤングハーロックを追え! コスモウォーリアー零外伝,Prequel to Cosmo Warrior Zero.,1677,"Pirates, Space"
サイボーグ009 THE CYBORG SOLDIER,"Cyborg 009 is a story about nine experimental cyborgs (eight male and one female), which have been collected by the evil terrorist group, Black Ghost. Those nine cyborgs with the aid of a scientist turn against Black Ghost's control. Black Ghost in turn starts sending more cyborgs to destroy their first nine experimental cyborgs and causing destruction all around the world.<br><br>n(Source: AnimeNfo)n<br><br>nEpisodes 1-48 aired on TV. Episodes 49-51 consist of the ""GOD'S WAR"" OVA. An additional recap episode aired between episodes 47 and 49.n<br>nThe ""GOD'S WAR: Prologue"" bonus arc is not intended to be in continuity with the other episodes, as it was instead produced as a teaser at adapting the unwritten final chapter of the Cyborg 009 manga. TV Tokyo could not air more than 51 episodes and the first two OVA episodes were cut and merged together into one episode, leaving the final one unaired.n<br><br>n(Source: Cyborg009 Wiki)",1678,"Acting, Alternate Universe, Artificial Intelligence, Cyborg, Memory Manipulation, Mythology, Primarily Adult Cast, Primarily Male Cast, Shapeshifting, Shounen, Super Power, Superhero, Time Manipulation"
ドッとKONIちゃん,"Koni (whose character is based on the famous Sumo-wrestler) and his gang have lots of crazy and incoherent adventures in their town. From fighting with their ""Lovely-Teacher"" and dealing with Samurai fish, to confirming if ""The Armored-Guy's"" wife has an affair and saving the world, Koni, High, Moro, Nari and Afro, the Afro-dog, do the craziest and funniest things to have fun.n<br><br>n(Source: Anime News Network)",1684,"Episodic, Nudity, Parody, Surreal Comedy, Tokusatsu"
